01/02/2019,00:01:48,1282.36,1
01/02/2019,00:01:48,1282.36,1
01/02/2019,00:01:48,1282.26,1
01/02/2019,00:01:49,1282.24,1
01/02/2019,00:01:49,1282.22,1
01/02/2019,00:01:49,1282.23,1
01/02/2019,00:01:51,1282.2,1
01/02/2019,00:01:51,1282.12,1
01/02/2019,00:01:51,1282.11,1
01/02/2019,00:01:51,1282.12,1
01/02/2019,00:01:52,1282.14,1
01/02/2019,00:01:52,1282.13,1
01/02/2019,00:01:52,1282.1,1
01/02/2019,00:01:52,1282.09,1
01/02/2019,00:01:52,1282.1,1
01/02/2019,00:01:54,1282.16,1
01/02/2019,00:01:54,1282.18,1
01/02/2019,00:01:58,1282.17,1
01/02/2019,00:01:59,1282.1,1
01/02/2019,00:01:59,1282.06,1
01/02/2019,00:01:59,1282.06,1
01/02/2019,00:01:59,1282.08,1
01/02/2019,00:02:00,1282.06,1
01/02/2019,00:02:01,1282.07,1
01/02/2019,00:02:01,1282.08,1
01/02/2019,00:02:03,1282.06,1
01/02/2019,00:02:04,1282.07,1
01/02/2019,00:02:06,1282.02,1
01/02/2019,00:02:06,1281.97,1
01/02/2019,00:02:07,1281.98,1
01/02/2019,00:02:07,1281.99,1
01/02/2019,00:02:07,1282.01,1
01/02/2019,00:02:07,1282,1
01/02/2019,00:02:12,1282.03,1
01/02/2019,00:02:12,1282.02,1
01/02/2019,00:02:13,1282.03,1
01/02/2019,00:02:13,1282,1
01/02/2019,00:02:14,1281.99,1
01/02/2019,00:02:15,1281.98,1
01/02/2019,00:02:15,1281.97,1
01/02/2019,00:02:16,1281.99,1
01/02/2019,00:02:16,1281.98,1
01/02/2019,00:02:16,1281.99,1
01/02/2019,00:02:16,1281.99,1
01/02/2019,00:02:17,1281.97,1
01/02/2019,00:02:24,1281.99,1
01/02/2019,00:02:25,1281.99,1
01/02/2019,00:02:27,1282,1
01/02/2019,00:02:27,1281.9,1
01/02/2019,00:02:27,1281.84,1
