01/02/2019,00:00:01,6.0654,1
01/02/2019,00:00:02,6.06192,1
01/02/2019,00:00:02,6.06032,1
01/02/2019,00:00:03,6.05884,1
01/02/2019,00:00:03,6.05804,1
01/02/2019,00:00:03,6.05766,1
01/02/2019,00:00:04,6.05742,1
01/02/2019,00:00:04,6.05714,1
01/02/2019,00:00:04,6.05697,1
01/02/2019,00:00:04,6.05694,1
12/31/2018,21:00:57,6.0685,1
01/02/2019,00:00:05,6.05692,1
01/02/2019,00:00:05,6.0569,1
01/02/2019,00:00:05,6.05693,1
01/02/2019,00:00:05,6.05704,1
01/02/2019,00:00:05,6.05706,1
01/02/2019,00:00:05,6.0571,1
01/02/2019,00:00:05,6.05728,1
01/02/2019,00:00:05,6.05743,1
01/02/2019,00:00:06,6.05736,1
01/02/2019,00:00:06,6.05708,1
01/02/2019,00:00:06,6.057,1
01/02/2019,00:00:06,6.05712,1
01/02/2019,00:00:06,6.05693,1
01/02/2019,00:00:06,6.05671,1
01/02/2019,00:00:06,6.0571,1
01/02/2019,00:00:07,6.0573,1
01/02/2019,00:00:07,6.0573,1
01/02/2019,00:00:07,6.05734,1
01/02/2019,00:00:07,6.05723,1
01/02/2019,00:00:07,6.05705,1
01/02/2019,00:00:07,6.05697,1
01/02/2019,00:00:07,6.05719,1
01/02/2019,00:00:08,6.05726,1
01/02/2019,00:00:08,6.05724,1
01/02/2019,00:00:08,6.05732,1
01/02/2019,00:00:08,6.05718,1
01/02/2019,00:00:08,6.0571,1
01/02/2019,00:00:08,6.05716,1
01/02/2019,00:00:08,6.05728,1
01/02/2019,00:00:08,6.0571,1
01/02/2019,00:00:09,6.0569,1
01/02/2019,00:00:09,6.05703,1
01/02/2019,00:00:09,6.05722,1
01/02/2019,00:00:09,6.05724,1
01/02/2019,00:00:10,6.05736,1
01/02/2019,00:00:10,6.05743,1
01/02/2019,00:00:10,6.05742,1
01/02/2019,00:00:10,6.05752,1
01/02/2019,00:00:10,6.05758,1
01/02/2019,00:00:10,6.05743,1
01/02/2019,00:00:10,6.05714,1
01/02/2019,00:00:11,6.05712,1
01/02/2019,00:00:11,6.05731,1
01/02/2019,00:00:11,6.05722,1
01/02/2019,00:00:11,6.05694,1
01/02/2019,00:00:11,6.05681,1
01/02/2019,00:00:11,6.05684,1
